00764|Разница десять рублей, - присовокупил он, собирая губы в улыбку.|Разница десять рублей, - присовокупил он, собирая губы в улыбку.
00765|И Китай полностью поддерживает эту точку зрения.|И Китай полностью поддерживает эту точку зрения.
00766|Помимо безопасности, нам необходимо добиться также прогресса в области развития.|Помимо безопасности, нам необходимо добиться также прогресса в области развития.
00767|Напротив, он должен подтолкнуть нас к их выполнению.|Напротив, он должен подтолкнуть нас к их выполнению.
00768|Я категорически не согласен с тем, что мы услышали.|Я категорически не согласен с тем, что мы услышали.
00769|Чем они питаются?|Чем они питаются?
00770|Он сеял пшеницу.|Он сеял пшеницу.
00771|Ессентуки - милый город|Ессентуки - милый город
00772|Анна заметила, что он был особенно бледен, и руки его тряслись.|Анна заметила, что он был особенно бледен, и руки его тряслись.
00773|Я даже летать умею.|Я даже летать умею.
00774|Балашиха - интересный город|Балашиха - интересный город
00775|Тюрька была так вкусна, что Левин раздумал ехать домой обедать.|Тюрька была так вкусна, что Левин раздумал ехать домой обедать.
00776|восемнадцать книг|восемнадцать книг
00777|Впрочем, как хотите.|Впрочем, как хотите.
00778|Они прыгали легко и подвижно, как играющие козлята, и дышали тяжело, словно больные.|Они прыгали легко и подвижно, как играющие козлята, и дышали тяжело, словно больные.
00779|Я покрыт одеялом почти с головой.|Я покрыт одеялом почти с головой.
00780|Но судьи знающие то же сказали.|Но судьи знающие то же сказали.
00781|Но имеет ли это отношение к ученой деятельности, мне узнать не удалось.|Но имеет ли это отношение к ученой деятельности, мне узнать не удалось.
00782|Съесть что-нибудь или пить?|Съесть что-нибудь или пить?
00783|Нашему сердцу милы только бессмысленные поступки.|Нашему сердцу милы только бессмысленные поступки.
00784|Врываетесь в частную жизнь!|Врываетесь в частную жизнь!
00785|Вы все Левины дики.|Вы все Левины дики.
00786|Кити, ее отказ и последнюю встречу.|Кити, ее отказ и последнюю встречу.
00787|Эх, думали мы, дерутся хорошие люди.|Эх, думали мы, дерутся хорошие люди.
00788|Этак будет?|Этак будет?
00789|– Не могу знать, ваше благородие, – отвечал вахмистр.|– Не могу знать, ваше благородие, – отвечал вахмистр.
00790|Ну, да погляди же на меня хорошенько! Такой же красавец, как и был!|Ну, да погляди же на меня хорошенько! Такой же красавец, как и был!
00791|Но в это мгновение в комнате что-то резко щелкнуло.|Но в это мгновение в комнате что-то резко щелкнуло.
00792|Где-то звонил колокол; что-то рухнуло, как будто упал пятиэтажный дом.|Где-то звонил колокол; что-то рухнуло, как будто упал пятиэтажный дом.
00793|Левин, будешь играть?|Левин, будешь играть?
00794|Все на беду, все на виду, Все в этой роли одинокой.|Все на беду, все на виду, Все в этой роли одинокой.
00795|Публика побежала сразу в мясной отдел, а потом туда, где продается сахар и перец.|Публика побежала сразу в мясной отдел, а потом туда, где продается сахар и перец.
00796|А что ты делаешь? Дай я тоже посмотрю.|А что ты делаешь? Дай я тоже посмотрю.
00797|Пенза - интересный город|Пенза - интересный город
00798|Как это ты на санях доехал?|Как это ты на санях доехал?
00799|Нет уже более смертоносной жары, ни этого страха, ни усталости.|Нет уже более смертоносной жары, ни этого страха, ни усталости.
00800|Мама, высокая женщина с большой прической, говорила лошадиным голосом.|Мама, высокая женщина с большой прической, говорила лошадиным голосом.
00801|Она была рада, но она завидовала.|Она была рада, но она завидовала.
00802|пусть|пусть
00803|Я открыл окно и смотрел в сад.|Я открыл окно и смотрел в сад.
00804|Прохожие всегда на таких смотрят.|Прохожие всегда на таких смотрят.
00805|довольно|довольно
00806|Я не торможу - я просто плавно мыслю.|Я не торможу - я просто плавно мыслю.
00807|Пасха была на снегу.|Пасха была на снегу.
00808|Ничего, он это умеет.|Ничего, он это умеет.
00809|Ведь люди разные.|Ведь люди разные.
00810|Во всяком случае, ощущение редкостное, похожее на какую-то головную болезнь.|Во всяком случае, ощущение редкостное, похожее на какую-то головную болезнь.
00811|Я через него одеяло свое разорвал.|Я через него одеяло свое разорвал.
00812|Я сел на чемодан и, вынув носовой платок, вытер им шею и лицо.|Я сел на чемодан и, вынув носовой платок, вытер им шею и лицо.
00813|Такую боль обиды я испытал раньше один только раз.|Такую боль обиды я испытал раньше один только раз.
00814|Почему я преступница?|Почему я преступница?
00815|Всего себя, любовь... да.|Всего себя, любовь... да.
00816|Домов раскинулась гора.|Домов раскинулась гора.
00817|Позовешь меня к себе на день рождения?|Позовешь меня к себе на день рождения?
00818|Я пристально вглядываюсь.|Я пристально вглядываюсь.
00819|Я всегда ухожу оттуда, где есть дети.|Я всегда ухожу оттуда, где есть дети.
00820|Вот поселился матрос в этом доме и расплодил детей.|Вот поселился матрос в этом доме и расплодил детей.
00821|Именно этому мы и должны оказывать содействие.|Именно этому мы и должны оказывать содействие.
00822|Это почему?|Это почему?
00823|Аркаша! Аркаша!|Аркаша! Аркаша!
00824|Наша позиция по этому вопросу совершенно ясна и не требует подробных разъяснений.|Наша позиция по этому вопросу совершенно ясна и не требует подробных разъяснений.
00825|Они подходили один за другим, целуя распятие и потом кланяясь самозванцу.|Они подходили один за другим, целуя распятие и потом кланяясь самозванцу.
00826|Мы хотели бы также пожелать госпоже Холли Келер удачи в ее будущих начинаниях.|Мы хотели бы также пожелать госпоже Холли Келер удачи в ее будущих начинаниях.
00827|Дело не только в личной жизни.|Дело не только в личной жизни.
00828|Это важный пункт повестки дня для Польши, председательствующей в Совете Европейского союза.|Это важный пункт повестки дня для Польши, председательствующей в Совете Европейского союза.
00829|Страны Северной Европы уже активно поддерживают этот процесс с помощью финансовых и других средств.|Страны Северной Европы уже активно поддерживают этот процесс с помощью финансовых и других средств.
00830|Левин понял, что это была шутка, но не мог улыбнуться.|Левин понял, что это была шутка, но не мог улыбнуться.
00831|Суд заявил о том, что принцип территориальной целостности ограничен сферой отношений между государствами.|Суд заявил о том, что принцип территориальной целостности ограничен сферой отношений между государствами.
00832|Такие сценарии развития событий порождают сомнения в возможности успешного перехода в Афганистане.|Такие сценарии развития событий порождают сомнения в возможности успешного перехода в Афганистане.
00833|Мы расцениваем разоружение и контроль над вооружениями в качестве ключевых элементов глобальной архитектуры безопасности.|Мы расцениваем разоружение и контроль над вооружениями в качестве ключевых элементов глобальной архитектуры безопасности.
00834|Для полной ликвидации ядерного оружия уже есть глобальная нормативно-правовая база или согласованная цель.|Для полной ликвидации ядерного оружия уже есть глобальная нормативно-правовая база или согласованная цель.
00835|Нам очень приятно принимать участие в этом заседании.|Нам очень приятно принимать участие в этом заседании.
00836|Мы должны постоянно помнить и напоминать себе о жертвах таких катастроф.|Мы должны постоянно помнить и напоминать себе о жертвах таких катастроф.
00837|Это поможет нам лучше готовиться и проводить более активные и плодотворные заседания.|Это поможет нам лучше готовиться и проводить более активные и плодотворные заседания.
00838|"В основе ""зеленой"" экономики лежат возобновляемые источники энергии и энергосбережение."|"В основе ""зеленой"" экономики лежат возобновляемые источники энергии и энергосбережение."
00839|Мы призываем международное сообщество поддержать принятие этого государства в члены Организации Объединенных Наций.|Мы призываем международное сообщество поддержать принятие этого государства в члены Организации Объединенных Наций.
00840|Язык, сам по себе, является синтезом взаимодействия цивилизаций.|Язык, сам по себе, является синтезом взаимодействия цивилизаций.
00841|А я еще бесплатные путевки для его детей доставала!|А я еще бесплатные путевки для его детей доставала!
00842|Нам необходимо продолжить ее решительное осуществление на всех уровнях.|Нам необходимо продолжить ее решительное осуществление на всех уровнях.
00843|Мы надеемся, что такие инициативы продолжатся.|Мы надеемся, что такие инициативы продолжатся.
00844|Мы придаем большое значение Конференции по разоружению как единственному органу переговоров в сфере разоружения.|Мы придаем большое значение Конференции по разоружению как единственному органу переговоров в сфере разоружения.
00845|Автозаполнять пароли|Автозаполнять пароли
00846|Мы активно содействуем контактам между общинами, признаем и проводим переоценку нашего разнообразия.|Мы активно содействуем контактам между общинами, признаем и проводим переоценку нашего разнообразия.
00847|Не означает ли это военную оккупацию?|Не означает ли это военную оккупацию?
00848|Данные элементы составляют три основных компонента договора.|Данные элементы составляют три основных компонента договора.
00849|Как показывает опыт Индии, важнейшую роль в достижении полной санитарии будет играть местное руководство.|Как показывает опыт Индии, важнейшую роль в достижении полной санитарии будет играть местное руководство.
00850|Или нет?|Или нет?
00851|Давайте возьмем на вооружение перспективный подход.|Давайте возьмем на вооружение перспективный подход.
00852|Заниматься миграцией процессов между хостами|Заниматься миграцией процессов между хостами
00853|Именно благодаря Вашей напряженной работе мы ведем сейчас такого рода обсуждение.|Именно благодаря Вашей напряженной работе мы ведем сейчас такого рода обсуждение.
00854|Мы можем и должны работать лучше.|Мы можем и должны работать лучше.
00855|Но я вспоминаю также о глухой враждебности против этого насилия суггестии.|Но я вспоминаю также о глухой враждебности против этого насилия суггестии.
00856|Наоборот, мир, свободный от ядерного оружия, стал бы более безопасным.|Наоборот, мир, свободный от ядерного оружия, стал бы более безопасным.
00857|"Моя страна, Мальдивские Острова, в некотором роде была предвестником ""арабского пробуждения""."|"Моя страна, Мальдивские Острова, в некотором роде была предвестником ""арабского пробуждения""."
00858|Эти меры не были полностью выполнены.|Эти меры не были полностью выполнены.
00859|Это делает его достаточно гибким, чтобы позволить надлежащим образом учесть заботы всех государств.|Это делает его достаточно гибким, чтобы позволить надлежащим образом учесть заботы всех государств.
00860|Мы благодарим авторов проекта резолюции и призываем другие делегации присоединиться к их числу.|Мы благодарим авторов проекта резолюции и призываем другие делегации присоединиться к их числу.
00861|Бангладеш убеждена, что разоружение и развитие являются инверсно усиливающими.|Бангладеш убеждена, что разоружение и развитие являются инверсно усиливающими.
00862|Как я только что сказал, мы должны переосмыслить роль Организации Объединенных Наций.|Как я только что сказал, мы должны переосмыслить роль Организации Объединенных Наций.
00863|"Махатма Ганди когда-то сказал, что ""санитария важнее независимости""."|"Махатма Ганди когда-то сказал, что ""санитария важнее независимости""."
00864|Наша делегация присоединяется к заявлению, сделанному представителем Бангладеш от имени Движения неприсоединения.|Наша делегация присоединяется к заявлению, сделанному представителем Бангладеш от имени Движения неприсоединения.
00865|Пусть не стреляют без приказа.|Пусть не стреляют без приказа.
00866|Это дело мира, справедливости, свободы и возможностей для всех.|Это дело мира, справедливости, свободы и возможностей для всех.
00867|Благодарю представителя Беларуси за его заявление и за теплые слова в адрес Председателя.|Благодарю представителя Беларуси за его заявление и за теплые слова в адрес Председателя.
00868|Сциллу недооценки вытесненного бессознательного и Харибду склонности измерять нормальное исключительно меркой патологического.|Сциллу недооценки вытесненного бессознательного и Харибду склонности измерять нормальное исключительно меркой патологического.
00869|Только одно конкретное предложение получило поддержку большинства государств-членов из всех региональных групп.|Только одно конкретное предложение получило поддержку большинства государств-членов из всех региональных групп.
00870|Оборудование быстрее выходит из строя и его необходимо чаще менять|Оборудование быстрее выходит из строя и его необходимо чаще менять
00871|Изменения касаются исключительно сроков.|Изменения касаются исключительно сроков.
00872|Степан Трофимович позвонил и вдруг выступил вперед, весь в волнении.|Степан Трофимович позвонил и вдруг выступил вперед, весь в волнении.
00873|Эти задачи, кроме того, являются краеугольным камнем Устава нашей Организации.|Эти задачи, кроме того, являются краеугольным камнем Устава нашей Организации.
00874|Грабли – грести, метла – мести, весла – везти, полозья – ползти.|Грабли – грести, метла – мести, весла – везти, полозья – ползти.
00875|Сейчас парламент Финляндии занимается рассмотрением этого вопроса.|Сейчас парламент Финляндии занимается рассмотрением этого вопроса.
00876|Использование морской блокады.|Использование морской блокады.
00877|Ну, а теперь… сюда идут люди.|Ну, а теперь… сюда идут люди.
00878|Карина считает, что беды продолжатся.|Карина считает, что беды продолжатся.
00879|А теперь слово имеет делегация Соединенных Штатов Америки.|А теперь слово имеет делегация Соединенных Штатов Америки.
00880|Эта информация позволит направить наше обсуждение в нужное русло и повысить его эффективность.|Эта информация позволит направить наше обсуждение в нужное русло и повысить его эффективность.
00881|Две кружки! – раздался в ответ басистый голос.|Две кружки! – раздался в ответ басистый голос.
00882|Генеральная Ассамблея сообщила о своем растущем нетерпении по поводу заторов на Конференции по разоружению.|Генеральная Ассамблея сообщила о своем растущем нетерпении по поводу заторов на Конференции по разоружению.
00883|Дух захватило у Коли Колокольчикова при этих наглых словах бессовестной Татьянки.|Дух захватило у Коли Колокольчикова при этих наглых словах бессовестной Татьянки.
00884|Позвольте мне в заключение высказать следующие замечания.|Позвольте мне в заключение высказать следующие замечания.
00885|В чем разница между художником обычным и художником в кино?|В чем разница между художником обычным и художником в кино?
00886|Я вижу, что слово желает взять представитель Алжира.|Я вижу, что слово желает взять представитель Алжира.
00887|Властям необходимо, например, в первоочередном порядке ввести в действие систему отслеживания дел.|Властям необходимо, например, в первоочередном порядке ввести в действие систему отслеживания дел.
00888|Это были процессы, во главе которых стояли народные массы.|Это были процессы, во главе которых стояли народные массы.
00889|Женя обошла сарай, через дырявую крышу которого разбегались во все стороны тонкие веревочные провода.|Женя обошла сарай, через дырявую крышу которого разбегались во все стороны тонкие веревочные провода.
00890|Открыть имейлы.|Открыть имейлы.
00891|Благодарю посла Соединенных Штатов Америки за ее заявление.|Благодарю посла Соединенных Штатов Америки за ее заявление.
00892|Благодарю представителя Южной Африки за его заявление и за его добрые слова.|Благодарю представителя Южной Африки за его заявление и за его добрые слова.
00893|Прежде всего, позвольте мне поприветствовать присутствовавшего среди нас сегодня господина Мариано Фернандеса.|Прежде всего, позвольте мне поприветствовать присутствовавшего среди нас сегодня господина Мариано Фернандеса.
00894|Светлана пока не может писать, ее запястье сильно болит.|Светлана пока не может писать, ее запястье сильно болит.
00895|Мы также хотели бы приветствовать нашего нового коллегу - посла Египта.|Мы также хотели бы приветствовать нашего нового коллегу - посла Египта.
00896|Шляпа эта была высокая, круглая, но вся уже изношенная.|Шляпа эта была высокая, круглая, но вся уже изношенная.
00897|В январе члены этого Комитета посетили Финляндию.|В январе члены этого Комитета посетили Финляндию.
00898|Большинство конкретных предложений по-прежнему находится на рассмотрении Комитета.|Большинство конкретных предложений по-прежнему находится на рассмотрении Комитета.
00899|Белград был столицей Югославии.|Белград был столицей Югославии.
00900|Как я полагаю, эта приверженность разделяется многими в мире.|Как я полагаю, эта приверженность разделяется многими в мире.
00901|Не подходите к лошади сзади, может лягнуть.|Не подходите к лошади сзади, может лягнуть.
00902|Ливийцы не сдадутся.|Ливийцы не сдадутся.
00903|Да ничего особенного.|Да ничего особенного.
00904|Он командир.|Он командир.
00905|Но диамат и истмат тоже распались.|Но диамат и истмат тоже распались.
00906|И мы по-прежнему верны своим международным обязательствам.|И мы по-прежнему верны своим международным обязательствам.
00907|Очевидно, что ливийский кризис в различной степени повлиял на разные страны Сахельского региона.|Очевидно, что ливийский кризис в различной степени повлиял на разные страны Сахельского региона.
00908|Для определения наиболее эффективных методов использования этих средств были выработаны руководящие принципы.|Для определения наиболее эффективных методов использования этих средств были выработаны руководящие принципы.
00909|Совет Безопасности приступает к рассмотрению пункта своей повестки дня.|Совет Безопасности приступает к рассмотрению пункта своей повестки дня.
00910|Как быть успешным живописцем в Америке.|Как быть успешным живописцем в Америке.
00911|Они являются непременным условием для нашей дальнейшей работы и присутствия в этой стране.|Они являются непременным условием для нашей дальнейшей работы и присутствия в этой стране.
00912|Кроме того, мы согласны и с основополагающими принципами универсального характера.|Кроме того, мы согласны и с основополагающими принципами универсального характера.
00913|Восемь из них погибли, работая в составе Миссии.|Восемь из них погибли, работая в составе Миссии.
00914|Могу ли я угостить вас мороженым?|Могу ли я угостить вас мороженым?
00915|В-четвертых, мы должны оставаться приверженными существующим многосторонним разоруженческим механизмам.|В-четвертых, мы должны оставаться приверженными существующим многосторонним разоруженческим механизмам.
00916|Теперь я предоставляю слово представителю Канады.|Теперь я предоставляю слово представителю Канады.
00917|У нас есть дорожная карта.|У нас есть дорожная карта.
00918|Историческая несправедливость по отношению к палестинскому народу проявляется различными путями.|Историческая несправедливость по отношению к палестинскому народу проявляется различными путями.
00919|Я всегда буду работать над тем, чтобы сохранить прочными наши партнерские отношения.|Я всегда буду работать над тем, чтобы сохранить прочными наши партнерские отношения.
00920|Я надеюсь, что время не подорвет его.|Я надеюсь, что время не подорвет его.
00921|Эти две проблемы имеют центральное значение для определения природы договора, предусматриваемого государствами-членами.|Эти две проблемы имеют центральное значение для определения природы договора, предусматриваемого государствами-членами.
00922|А ведь хромой старик у калитки – это был я.|А ведь хромой старик у калитки – это был я.
00923|Мы по-прежнему весьма обеспокоены состоянием защиты прав человека и гуманитарной ситуацией в стране.|Мы по-прежнему весьма обеспокоены состоянием защиты прав человека и гуманитарной ситуацией в стране.
00924|Он был должен кругом хозяйке и боялся с нею встретиться.|Он был должен кругом хозяйке и боялся с нею встретиться.
00925|Смотри молчи!|Смотри молчи!
00926|Но прямые светлые лучи ее были обведены широкой черной каймой.|Но прямые светлые лучи ее были обведены широкой черной каймой.
00927|Поэтому срочно нужны программы реинтеграции репатриантов и обеспечения их работой.|Поэтому срочно нужны программы реинтеграции репатриантов и обеспечения их работой.
00928|Удивленные масштабами беспрецедентного восстания, некоторые главы государств были вынуждены отказаться от власти.|Удивленные масштабами беспрецедентного восстания, некоторые главы государств были вынуждены отказаться от власти.
00929|Причем статус таких обсуждений был бы совершенно другим.|Причем статус таких обсуждений был бы совершенно другим.
00930|Мне понравилась эта квартира, но я не уверен, что смогу потянуть её аренду.|Мне понравилась эта квартира, но я не уверен, что смогу потянуть её аренду.
00931|А ты ночью по веревке из окна лазил, – не поворачивая головы, хладнокровно ляпнула Татьянка.|А ты ночью по веревке из окна лазил, – не поворачивая головы, хладнокровно ляпнула Татьянка.
00932|Австрия верит в потенциал многосторонности в сфере разоружения и нераспространения.|Австрия верит в потенциал многосторонности в сфере разоружения и нераспространения.
00933|Зато он не оставляет после себя грязи и решает проблему строительного мусора и отходов.|Зато он не оставляет после себя грязи и решает проблему строительного мусора и отходов.
00934|Мали полностью осознает масштабы и сложность нынешних проблем.|Мали полностью осознает масштабы и сложность нынешних проблем.
00935|Мы подтверждаем, что Конференция по разоружению является единым многосторонним органом, уполномоченным на ведение переговоров.|Мы подтверждаем, что Конференция по разоружению является единым многосторонним органом, уполномоченным на ведение переговоров.
00936|Вот и улетели в дальний путь.|Вот и улетели в дальний путь.
00937|Дом номер двадцать два, перекатать бревна, по Большой Васильковской.|Дом номер двадцать два, перекатать бревна, по Большой Васильковской.
00938|Молодой человек был очень доволен.|Молодой человек был очень доволен.
00939|Полтора рубля!|Полтора рубля!
00940|Из поросшей крапивой и бурьяном канавы по другой стороне улицы выглянуло пять голов.|Из поросшей крапивой и бурьяном канавы по другой стороне улицы выглянуло пять голов.
00941|Он подобрал себе компанию, и они, кажется, гнут против нас дело.|Он подобрал себе компанию, и они, кажется, гнут против нас дело.
00942|Тебе понятно?|Тебе понятно?
00943|Благодарю представителя Швейцарии за его заявление.|Благодарю представителя Швейцарии за его заявление.
00944|И только мы ответственны за ее нынешнюю ситуацию и за ее будущее.|И только мы ответственны за ее нынешнюю ситуацию и за ее будущее.
00945|Охая, недоумевая и оглядываясь, старуха обошла бочку.|Охая, недоумевая и оглядываясь, старуха обошла бочку.
00946|Этого добиться будет нелегко.|Этого добиться будет нелегко.
00947|Ливийцы требуют демократии, они требуют прогресса, они требуют свободы, они требуют уважать их права.|Ливийцы требуют демократии, они требуют прогресса, они требуют свободы, они требуют уважать их права.
00948|Простая логистика затруднила бы успешное голосование в день выборов дважды.|Простая логистика затруднила бы успешное голосование в день выборов дважды.
00949|Что касается Комитета по проверке полномочий, то он рекомендовал признать полномочия Национального переходного совета.|Что касается Комитета по проверке полномочий, то он рекомендовал признать полномочия Национального переходного совета.
00950|Мы занимаем седьмое место по объему взносов в бюджет Организации Объединенных Наций.|Мы занимаем седьмое место по объему взносов в бюджет Организации Объединенных Наций.
00951|Если нет, то я, пожалуй, выскажу ради ясности несколько комментариев.|Если нет, то я, пожалуй, выскажу ради ясности несколько комментариев.
00952|Он будет дополнять работу существующих информационно-просветительских программ Организации Объединенных Наций.|Он будет дополнять работу существующих информационно-просветительских программ Организации Объединенных Наций.
00953|Основополагающие принципы этих Объединенных Наций представляют собой не просто слова.|Основополагающие принципы этих Объединенных Наций представляют собой не просто слова.
00954|Обязанность по защите сирийского народа стала теперь обязанностью международного сообщества.|Обязанность по защите сирийского народа стала теперь обязанностью международного сообщества.
00955|Мы приглашаем международное сообщество принять участие в наблюдении и мониторинге за ходом этих выборов.|Мы приглашаем международное сообщество принять участие в наблюдении и мониторинге за ходом этих выборов.
00956|Для достойной и безопасной жизни мы нуждаемся в нечто большем, чем просто лекарственные препараты.|Для достойной и безопасной жизни мы нуждаемся в нечто большем, чем просто лекарственные препараты.
00957|Действительно, статистические данные свидетельствуют о росте заболеваемости диабетом.|Действительно, статистические данные свидетельствуют о росте заболеваемости диабетом.
00958|И, тем не менее, эти работорговцы и рабовладельцы были тоже людьми.|И, тем не менее, эти работорговцы и рабовладельцы были тоже людьми.
00959|В сущности, большинство из них официально высказываются за полную ликвидацию ядерного оружия.|В сущности, большинство из них официально высказываются за полную ликвидацию ядерного оружия.
00960|Есть естественное место, где стратегия развития на будущее должна разрабатываться и реализовываться.|Есть естественное место, где стратегия развития на будущее должна разрабатываться и реализовываться.
